1016, 10, 2, 0, Transparent
10, 50, 0, 0, Transparent
107110, 107610, 210, 210, Simple
30, 70, 0, 0, Bomb
10240, 80, 20, 0, Bomb
10210, 10300, 20, 20, Simple
20, 50, 0, 0, Transparent
